"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"TrapType   ",1,0.00660094608323059,0.00660094608323059,0.304733067235998,0.584438301963722
"Site       ",18,4.64574018470874,0.258096676928263,11.9150483903476,4.94695259068879e-10
"Residuals  ",35,0.758149140192092,0.0216614040054883,NA,NA
