"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"3","NonInt",21,-9.54822021551675,0,1,0.99950736851127,39.7741101077584,0.99950736851127
"4","GateCode",26,5.68229258032493,15.2305127958417,0.000492874294127428,0.000492631488730155,48.2302822812661,1
"2","Int",39,176.799733010597,186.347953226114,3.4281206641704e-41,3.42643186398407e-41,54.6001334947015,1
"1","IntBlock",44,348.404414050349,357.952634265866,1.86884411719039e-78,1.86792346573074e-78,67.7977929748254,1
