"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"TrapType     ",1,0.00644484420001794,0.00644484420001794,0.194433341777272,0.659284484801507
"Site         ",18,11.395913554262,0.633106308570112,19.1000699869854,2.06264686229622e-58
"GateCode     ",5,0.352182534969629,0.0704365069939258,2.12498627009619,0.059657335092877
"TrapType:Site",18,1.06262050850694,0.0590344726948299,1.78100035468397,0.0221601065330113
"Residuals    ",2945,97.617342764159,0.0331468056924139,NA,NA
