"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"TrapType     ",1,0.701780825773208,0.701780825773208,6.3086594303692,0.012068061480819
"Site         ",18,171.303210592428,9.51684503291264,85.5516878764781,1.14244432786053e-252
"GateCode     ",5,3.5475826798987,0.70951653597974,6.37819960495472,6.70185729553661e-06
"TrapType:Site",18,11.5214252569798,0.640079180943324,5.75399243288253,9.24445625644855e-14
"Residuals    ",2945,327.604391188565,0.111240879860294,NA,NA
