"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"TrapType     ",1,0.0553681544745588,0.0553681544745588,3.84667352194736,0.0499388456279009
"Site         ",18,1.80078722591685,0.100043734773158,6.95048605539961,1.21072298064073e-17
"GateCode     ",5,0.0947681001017078,0.0189536200203416,1.31679282015441,0.253798989615614
"TrapType:Site",18,0.442376176879727,0.024576454271096,1.70743628363871,0.0315237572960018
"Residuals    ",2945,42.3896683711873,0.014393775338264,NA,NA
