"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"TrapType     ",1,0.412933502887663,0.412933502887663,3.58074776338501,0.0585508291459403
"Site         ",18,140.464666413471,7.80359257852617,67.6687565346983,1.35405284885049e-205
"GateCode     ",5,5.30417784238249,1.0608355684765,9.19902251228782,1.06368027144847e-08
"TrapType:Site",18,10.5444312403381,0.585801735574337,5.07977250520045,1.28131378406664e-11
"Residuals    ",2945,339.618774167594,0.115320466610388,NA,NA
