"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"TrapType     ",1,0.565520435882536,0.565520435882536,5.24292323474892,0.0221066353360658
"Site         ",18,171.591247195624,9.53284706642356,88.3787432011414,8.24914548455171e-260
"GateCode     ",5,3.82125716538167,0.764251433076333,7.08535243189398,1.35165687319852e-06
"TrapType:Site",18,11.3661655689922,0.631453642721791,5.85418804525851,4.40864420508467e-14
"Residuals    ",2945,317.658224067785,0.107863573537448,NA,NA
