"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"TrapType     ",1,0.54687365043547,0.54687365043547,4.9797914714264,0.0257200483451934
"Site         ",18,146.636592452728,8.14647735848488,74.1812271255849,3.94009415390897e-223
"GateCode     ",5,5.89754462041831,1.17950892408366,10.7405220126184,2.99418577267119e-10
"TrapType:Site",18,9.77602952729127,0.543112751516182,4.94554500087831,3.37900526868632e-11
"Residuals    ",2945,323.415731315982,0.1098185844876,NA,NA
