"TripID","TrapType","TrapLocation","SoakTime_Days","GapSize_cm","Species","FD_HC","Length_cm","Depth_m","Weight_g"
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,25.2,NA,275
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16.8,NA,80
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16,NA,70
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16.3,NA,68
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,14.7,NA,61
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,11.8,NA,27
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",26.5,NA,275
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Chaetodon auriga",NA,12.9,NA,56
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Chaetodon auriga",NA,12.7,NA,51
"DHCQD5916U","Traditional","Kibuyuni",NA,0,"Chaetodon auriga",NA,9.1,NA,18
"PXADW1691S","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,26.4,NA,273
"PXADW1691S","Traditional","Kibuyuni",NA,0,"Scarus psittacus",NA,34,NA,758
"PXADW1691S","Traditional","Kibuyuni",NA,0,"Arothron hispidus",NA,22.7,NA,330
"PXADW1691S","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17,NA,88
"PXADW1691S","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,21.5,NA,179
"PXADW1691S","Traditional","Kibuyuni",NA,0,"Acanthurus nigricauda",NA,14.7,NA,78
"PXADW1691S","Traditional","Kibuyuni",NA,0,"Scarus rubroviolaceus",NA,36.1,NA,756
"CQNXR4954R","Gated","Kibuyuni",NA,2,"Arothron hispidus",NA,23.9,NA,390
"CQNXR4954R","Gated","Kibuyuni",NA,2,"Arothron mappa",NA,36.5,NA,1500
"CQNXR4954R","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,29.4,NA,416
"CQNXR4954R","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,19,NA,125
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",18.5,NA,110
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17.5,NA,108
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17,NA,83
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17.3,NA,88
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16.2,NA,72
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,14.4,NA,50
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17.3,NA,90
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16.3,NA,78
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16.1,NA,76
"PBYBW3069B","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16.9,NA,90
"HRUCA6752I","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,22.1,NA,184
"HRUCA6752I","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",24.8,NA,228
"HRUCA6752I","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",25.1,NA,226
"HRUCA6752I","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",18.6,NA,95
"HRUCA6752I","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",16,NA,56
"HRUCA6752I","Traditional","Kibuyuni",NA,0,"Dascyllus trimaculatus",NA,12.1,NA,57
"HRUCA6752I","Traditional","Kibuyuni",NA,0,"Lethrinus olivaceus",NA,26.3,NA,206
"HRUCA6752I","Traditional","Kibuyuni",NA,0,"Lethrinus olivaceus",NA,21.6,NA,141
"HRUCA6752I","Traditional","Kibuyuni",NA,0,"Lethrinus olivaceus",NA,28.8,NA,324
"HRUCA6752I","Traditional","Kibuyuni",NA,0,"Lethrinus olivaceus",NA,27.6,NA,338
"HRUCA6752I","Traditional","Kibuyuni",NA,0,"Zanclus cornutus",NA,13.3,NA,64
"HRUCA6752I","Traditional","Kibuyuni",NA,0,"Zanclus cornutus",NA,12.5,NA,55
"XDPYW0456S","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,17,NA,89
"XDPYW0456S","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,16,NA,68
"XDPYW0456S","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,15.9,NA,67
"XDPYW0456S","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,26.2,NA,280
"XDPYW0456S","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",22.2,NA,157
"XDPYW0456S","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",21.4,NA,133
"CVISW4417Q","Gated","Kibuyuni",NA,2,"Plectorhinchus gaterinus","FD",16,NA,68
"CVISW4417Q","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,17.5,NA,83
"CVISW4417Q","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,9.6,NA,25
"CVISW4417Q","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,9.6,NA,29
"PEUMI0306Y","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,14.9,NA,59
"PEUMI0306Y","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.3,NA,34
"PEUMI0306Y","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.8,NA,37
"JAWHW8781N","Traditional","Kibuyuni",NA,0,"Rhinecanthus rectangulus",NA,18.1,NA,184
"JAWHW8781N","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",24.3,NA,216
"JAWHW8781N","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,20,NA,160
"JAWHW8781N","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17.7,NA,98
"JAWHW8781N","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,19,NA,131
"JAWHW8781N","Gated","Kibuyuni",NA,2,"Arothron hispidus",NA,25,NA,430
"JAWHW8781N","Gated","Kibuyuni",NA,2,"Arothron hispidus",NA,28.8,NA,541
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Plectorhinchus sordidus","FD",14.5,NA,43
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Plectorhinchus sordidus","FD",17.2,NA,78
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scolopsis bimaculata",NA,19.1,NA,170
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scolopsis bimaculata",NA,19,NA,119
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,20.6,NA,155
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,18.9,NA,119
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,21.2,NA,165
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,21.3,NA,174
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,18.2,NA,109
"BOCFS7665Y","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,23.5,NA,243
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,17.2,NA,96
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,18.1,NA,99
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,18.9,NA,117
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,18.1,NA,98
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,17.9,NA,93
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,21,NA,153
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,19,NA,116
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,18.7,NA,102
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",21.1,NA,172
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",22.2,NA,193
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,19.2,NA,113
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,21.8,NA,173
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,17,NA,83
"ECEDH5927H","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,24.7,NA,246
"ECEDH5927H","Gated","Kibuyuni",NA,4,"Arothron hispidus",NA,23.2,NA,369
"ECEDH5927H","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,17,NA,89
"ECEDH5927H","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,18.5,NA,103
"ECEDH5927H","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,19,NA,121
"ECEDH5927H","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,18,NA,109
"ECEDH5927H","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,19,NA,15
"ECEDH5927H","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,21.2,NA,162
"ECEDH5927H","Gated","Kibuyuni",NA,8,"Arothron hispidus",NA,25,NA,438
"ECEDH5927H","Gated","Kibuyuni",NA,8,"Arothron hispidus",NA,27,NA,445
"ECEDH5927H","Gated","Kibuyuni",NA,8,"Naso brevirostris",NA,16.4,NA,80
"ECEDH5927H","Gated","Kibuyuni",NA,8,"Acanthurus nigricauda",NA,22.6,NA,187
"OJEZT6502J","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",21,NA,171
"OJEZT6502J","Traditional","Kibuyuni",NA,0,"Zanclus cornutus",NA,12.6,NA,55
"OJEZT6502J","Traditional","Kibuyuni",NA,0,"Heniochus acuminatus",NA,16.4,NA,144
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,27.2,NA,342
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,19.3,NA,131
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,18.2,NA,114
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,22.2,NA,204
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,15.3,NA,68
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,14,NA,50
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",20.7,NA,110
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",21.8,NA,158
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",15.5,NA,54
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,20.1,NA,145
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,23.5,NA,225
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Scolopsis bimaculata",NA,19.4,NA,120
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Scolopsis bimaculata",NA,18.5,NA,98
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Scolopsis bimaculata",NA,18,NA,90
"OJEZT6502J","Gated","Kibuyuni",NA,2,"Scolopsis bimaculata",NA,21.4,NA,153
"LVDLI0645D","Traditional","Kibuyuni",NA,0,"Amblyglyphidodon leucogaster",NA,11.8,NA,39
"LVDLI0645D","Traditional","Kibuyuni",NA,0,"Chaetodon trifasciatus",NA,11.6,NA,49
"LVDLI0645D","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,17.5,NA,91
"LVDLI0645D","Traditional","Kibuyuni",NA,0,"Acanthurus nigricauda",NA,23,NA,225
"LVDLI0645D","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,18.8,NA,114
"LVDLI0645D","Traditional","Kibuyuni",NA,0,"Chaetodon auriga",NA,9.4,NA,21
"LVDLI0645D","Traditional","Kibuyuni",NA,0,"Heniochus acuminatus",NA,16.6,NA,147
"LVDLI0645D","Gated","Kibuyuni",NA,2,"Arothron immaculatus",NA,24,NA,334
"LVDLI0645D","Gated","Kibuyuni",NA,2,"Arothron mappa",NA,25,NA,530
"LVDLI0645D","Gated","Kibuyuni",NA,8,"Diodon liturosus",NA,NA,NA,0
"CRUFJ2406V","Gated","Kibuyuni",NA,4,"Epinephelus malabaricus",NA,47.1,NA,1100
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,19,NA,128
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,16.9,NA,92
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,13.2,NA,43
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",21,NA,138
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",18.3,NA,84
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",22.2,NA,159
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",24.4,NA,192
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Plectorhinchus sordidus","FD",21.7,NA,144
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Plectorhinchus sordidus","FD",23.5,NA,163
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Plectorhinchus sordidus","FD",17.4,NA,72
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Zanclus cornutus",NA,11.7,NA,44
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Heniochus acuminatus",NA,11.5,NA,41
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Heniochus acuminatus",NA,10.4,NA,35
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Heniochus acuminatus",NA,14.7,NA,92
"CRUFJ2406V","Gated","Kibuyuni",NA,2,"Arothron hispidus",NA,25.2,NA,512
"GSGCQ1195R","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,28.3,NA,393
"GSGCQ1195R","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,17,NA,95
"GSGCQ1195R","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,19,NA,113
"GSGCQ1195R","Traditional","Kibuyuni",NA,0,"Arothron hispidus",NA,24.7,NA,444
"GVVUY4565X","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,27.6,NA,344
"GVVUY4565X","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,27.5,NA,335
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Lethrinus olivaceus",NA,18.2,NA,85
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus indicus",NA,22,NA,141
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus indicus",NA,19.2,NA,89
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus indicus",NA,21.4,NA,124
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus indicus",NA,19.9,NA,104
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus indicus",NA,22.2,NA,137
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus macronemus","FD",24.6,NA,164
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus macronemus","FD",23.6,NA,165
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus macronemus","FD",22.9,NA,155
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Parupeneus macronemus","FD",24,NA,162
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,21.2,NA,155
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",16.8,NA,66
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Scolopsis bimaculata",NA,19.6,NA,115
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Scolopsis bimaculata",NA,22.2,NA,173
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Plectorhinchus sordidus","FD",15.1,NA,53
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Plectorhinchus sordidus","FD",14.6,NA,49
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Plectorhinchus sordidus","FD",18.1,NA,86
"AVGON8715P","Traditional","Kibuyuni",NA,0,"Ostracion cubicum",NA,22.3,NA,251
"AVGON8715P","Gated","Kibuyuni",NA,4,"Diodon liturosus",NA,32.6,NA,1000
"SZUXM6043V","Gated","Kibuyuni",NA,4,"Arothron mappa",NA,34,NA,750
"SZUXM6043V","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,22.3,NA,183
"SZUXM6043V","Traditional","Kibuyuni",NA,0,"Siganus stellatus",NA,13.7,NA,48
"SZUXM6043V","Traditional","Kibuyuni",NA,0,"Siganus stellatus",NA,14.3,NA,50
"SZUXM6043V","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",17.4,NA,72
"SZUXM6043V","Traditional","Kibuyuni",NA,0,"Lutjanus fulviflamma","FD",19.4,NA,99
"SZUXM6043V","Gated","Kibuyuni",NA,2,"Arothron hispidus",NA,26,NA,433
"SZUXM6043V","Gated","Kibuyuni",NA,2,"Epinephelus itajara",NA,25.3,NA,260
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Centropyge multispinis",NA,10.6,NA,36
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Centropyge multispinis",NA,10.5,NA,38
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Cheilodipterus artus",NA,14.4,NA,45
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Abudefduf vaigiensis",NA,16.5,NA,87
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",11.1,NA,22
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,17.6,NA,94
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Acanthurus nigricauda",NA,13,NA,39
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Chaetodon kleinii",NA,9,NA,21
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Chaetodon auriga",NA,8.8,NA,15
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,8.4,NA,18
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10,NA,31
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,9.5,NA,24
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.3,NA,35
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.5,NA,39
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,9.5,NA,27
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.7,NA,41
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.5,NA,36
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.2,NA,32
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,9.9,NA,29
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.4,NA,37
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,9.1,NA,25
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,10.7,NA,37
"TAAPO3494J","Gated","Kibuyuni",NA,2,"Dascyllus trimaculatus",NA,9.9,NA,30
"TAAPO3494J","Traditional","Kibuyuni",NA,0,"Scarus niger",NA,19.1,NA,98
"TAAPO3494J","Traditional","Kibuyuni",NA,0,"Chaetodon xanthocephalus",NA,13.7,NA,39
"TAAPO3494J","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,17.5,NA,71
"TAAPO3494J","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,20.3,NA,122
"TAAPO3494J","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,21.9,NA,162
"TAAPO3494J","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,20,NA,117
"TAAPO3494J","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,18.4,NA,79
"QNVGT8434A","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",16.7,NA,69
"QNVGT8434A","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",23.4,NA,187
"QNVGT8434A","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",29.5,NA,407
"QNVGT8434A","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",33,NA,579
"QNVGT8434A","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",19.7,NA,118
"QNVGT8434A","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,20.5,NA,153
"GJOCN7020I","Gated","Kibuyuni",NA,2,"Arothron hispidus",NA,27.6,NA,574
"GJOCN7020I","Gated","Kibuyuni",NA,2,"Scolopsis bimaculata",NA,23.4,NA,185
"GJOCN7020I","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",14.5,NA,42
"GJOCN7020I","Traditional","Kibuyuni",NA,0,"Epinephelus coeruleopunctatus",NA,39.2,NA,839
"DVJJW4683M","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,19.5,NA,133
"DVJJW4683M","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,19.2,NA,117
"DVJJW4683M","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17.2,NA,87
"DVJJW4683M","Traditional","Kibuyuni",NA,0,"Acanthurus nigricauda",NA,15.2,NA,74
"DVJJW4683M","Traditional","Kibuyuni",NA,0,"Zanclus cornutus",NA,12.8,NA,59
"DVJJW4683M","Gated","Kibuyuni",NA,4,"Scarus ghobban",NA,30.4,NA,478
"QNQQT0254S","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,16.2,NA,62
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",21.4,NA,128
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",19.2,NA,96
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",18,NA,85
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",16.9,NA,72
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",17.2,NA,71
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Siganus sutor","FD",20.4,NA,121
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,14.8,NA,52
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Zanclus cornutus",NA,12.8,NA,61
"ZUTIQ9242N","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,23.9,NA,229
"ZUTIQ9242N","Gated","Kibuyuni",NA,4,"Plectorhinchus sordidus","FD",16.4,NA,63
"ZUTIQ9242N","Gated","Kibuyuni",NA,4,"Arothron hispidus",NA,26.4,NA,537
"ZUTIQ9242N","Gated","Kibuyuni",NA,8,"Platax orbicularis",NA,17,NA,213
"GNTMG8651C","Gated","Kibuyuni",NA,6,"Chaetodon trifasciatus",NA,9.4,NA,24
"GNTMG8651C","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,20.7,NA,145
"GNTMG8651C","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,16.1,NA,72
"GNTMG8651C","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,23.3,NA,222
"GNTMG8651C","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,20.3,NA,161
"GNTMG8651C","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,15.8,NA,68
"GNTMG8651C","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,13.5,NA,42
"GNTMG8651C","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,16.4,NA,89
"RLZWZ0555W","Gated","Kibuyuni",NA,2,"Naso annulatus",NA,20.7,NA,169
"RLZWZ0555W","Gated","Kibuyuni",NA,2,"Naso annulatus",NA,17.6,NA,101
"RLZWZ0555W","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,15.7,NA,68
"RLZWZ0555W","Gated","Kibuyuni",NA,2,"Naso brevirostris",NA,18,NA,104
"RLZWZ0555W","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,20.5,NA,153
"RLZWZ0555W","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,21.8,NA,181
"RLZWZ0555W","Traditional","Kibuyuni",NA,0,"Naso annulatus",NA,18.6,NA,105
"RLZWZ0555W","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17.3,NA,92
"RLZWZ0555W","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,17,NA,86
"RLZWZ0555W","Traditional","Kibuyuni",NA,0,"Acanthurus mata",NA,26.9,NA,330
"RLZWZ0555W","Gated","Kibuyuni",NA,6,"Arothron hispidus",NA,20.2,NA,258
"RLZWZ0555W","Gated","Kibuyuni",NA,6,"Arothron hispidus",NA,20.8,NA,263
"FEUVI3921J","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,15.3,NA,63
"FEUVI3921J","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,14.6,NA,52
"FEUVI3921J","Traditional","Kibuyuni",NA,0,"Naso brevirostris",NA,15.5,NA,63
"FEUVI3921J","Traditional","Kibuyuni",NA,0,"Acanthurus nigricauda",NA,13.7,NA,43
"FEUVI3921J","Traditional","Kibuyuni",NA,0,"Scarus ghobban",NA,24.2,NA,241
"FEUVI3921J","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",25.3,NA,246
"FEUVI3921J","Traditional","Kibuyuni",NA,0,"Siganus sutor","FD",16.2,NA,61
"FEUVI3921J","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,29.5,NA,451
"FEUVI3921J","Gated","Kibuyuni",NA,4,"Scarus ghobban",NA,29.8,NA,452
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Zanclus cornutus",NA,13.6,NA,65
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,23.5,NA,244
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,26,NA,271
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,24,NA,241
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,28,NA,347
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Acanthurus mata",NA,20.2,NA,144
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,15.7,NA,68
"QZFXP0072W","Gated","Kibuyuni",NA,2,"Siganus stellatus",NA,13.4,NA,42
"QZFXP0072W","Traditional","Kibuyuni",NA,0,"Epinephelus coeruleopunctatus",NA,35.3,NA,580
"BQZDU5408V","Gated","Kibuyuni",NA,2,"Scarus ghobban",NA,24.3,NA,247
"BQZDU5408V","Gated","Kibuyuni",NA,2,"Myripristis hexagona",NA,17.9,NA,126
"BQZDU5408V","Gated","Kibuyuni",NA,4,"Arothron hispidus",NA,29.4,NA,780
"CHDAC7143G","Gated","Kibuyuni",NA,6,"Lethrinus borbonicus","FD",13.6,NA,44
"CHDAC7143G","Gated","Kibuyuni",NA,6,"Lethrinus nebulosus","FD",15.1,NA,48
