"","DATE","MONTH","YEAR","Country","Site","Data collector","TRAP TYPE","TRAP NO.","Trap location","SOAK TIME (DAYS)","DAY SET","MESH SIZE","Gap size (Cms)","Gap size 3/2 (cm)","Fisherman","Number of Fishers","No of traps","Trap Fished","GPS (0)","Total Catch (G)","Distance from park(M)","Kiswahili name","FAMILY","GENUS","SPECIES","FISH GROUPS","ENGLISH NAME","BY CATCH","FD/HC","LENGTH (Cm)","Depth (M)","Depth (cm)","WIDTH (Cm)","WEIGHT (kg)","WEIGHT (g)","PRICE PER GRADE","PRICE OF FISH (ksh)","Survey","Sea state","Trophic level","Id","Fish price_final","FunGr_Diet","Latitude","Longitude"
"6386",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",33,NA,NA,NA,0.29,290,81.2,280,0,0,0,0,280,"Browser",NA,NA
"6387",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.8,NA,NA,NA,0.3,300,84,280,0,0,0,0,280,"Browser",NA,NA
"6388",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",32.5,NA,NA,NA,0.22,220,61.6,280,0,0,0,0,280,"Browser",NA,NA
"6389",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30,NA,NA,NA,0.35,350,98,280,0,0,0,0,280,"Browser",NA,NA
"6390",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31,NA,NA,NA,0.37,370,103.6,280,0,0,0,0,280,"Browser",NA,NA
"6391",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",32,NA,NA,NA,0.28,280,78.4,280,0,0,0,0,280,"Browser",NA,NA
"6392",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.5,NA,NA,NA,0.2,200,56,280,0,0,0,0,280,"Browser",NA,NA
"6393",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,NA,NA,0.31,310,86.8,280,0,0,0,0,280,"Browser",NA,NA
"6394",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.9,NA,NA,NA,0.14,140,39.2,280,0,0,0,0,280,"Browser",NA,NA
"6395",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26.8,NA,NA,NA,0.32,320,89.6,280,0,0,0,0,280,"Browser",NA,NA
"6396",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31,NA,NA,NA,0.2,200,56,280,0,0,0,0,280,"Browser",NA,NA
"6397",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.2,NA,NA,NA,0.4,400,112,280,0,0,0,0,280,"Browser",NA,NA
"6398",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31.5,NA,NA,NA,0.21,210,58.8,280,0,0,0,0,280,"Browser",NA,NA
"6399",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26.5,NA,NA,NA,0.16,160,44.8,280,0,0,0,0,280,"Browser",NA,NA
"6400",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,NA,NA,0.23,230,64.4,280,0,0,0,0,280,"Browser",NA,NA
"6401",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.5,NA,NA,NA,0.33,330,92.4,280,0,0,0,0,280,"Browser",NA,NA
"6402",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.4,NA,NA,NA,0.6,600,168,280,0,0,0,0,280,"Browser",NA,NA
"6403",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",32,NA,NA,NA,0.16,160,44.8,280,0,0,0,0,280,"Browser",NA,NA
"6404",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25.3,NA,NA,NA,0.19,190,53.2,280,0,0,0,0,280,"Browser",NA,NA
"6405",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.5,NA,NA,NA,0.22,220,61.6,280,0,0,0,0,280,"Browser",NA,NA
"6406",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28.4,NA,NA,NA,0.15,150,42,280,0,0,0,0,280,"Browser",NA,NA
"6407",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,NA,NA,0.2,200,56,280,0,0,0,0,280,"Browser",NA,NA
"6408",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,NA,NA,0.2,200,56,280,0,0,0,0,280,"Browser",NA,NA
"6409",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28.5,NA,NA,NA,0.13,130,36.4,280,0,0,0,0,280,"Browser",NA,NA
"6410",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,NA,NA,0.22,220,61.6,280,0,0,0,0,280,"Browser",NA,NA
"6411",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.6,NA,NA,NA,0.22,220,61.6,280,0,0,0,0,280,"Browser",NA,NA
"6412",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.5,NA,NA,NA,0.31,310,86.8,280,0,0,0,0,280,"Browser",NA,NA
"6413",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.5,NA,NA,NA,0.13,130,36.4,280,0,0,0,0,280,"Browser",NA,NA
"6414",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26.3,NA,NA,NA,0.18,180,50.4,280,0,0,0,0,280,"Browser",NA,NA
"6415",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26.7,NA,NA,NA,0.23,230,64.4,280,0,0,0,0,280,"Browser",NA,NA
"6416",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28.7,NA,NA,NA,0.34,340,95.2,280,0,0,0,0,280,"Browser",NA,NA
"6417",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.4,NA,NA,NA,0.3,300,84,280,0,0,0,0,280,"Browser",NA,NA
"6418",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30.5,NA,NA,NA,0.23,230,64.4,280,0,0,0,0,280,"Browser",NA,NA
"6419",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,NA,NA,0.25,250,70,280,0,0,0,0,280,"Browser",NA,NA
"6420",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28.4,NA,NA,NA,0.18,180,50.4,280,0,0,0,0,280,"Browser",NA,NA
"6421",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.5,NA,NA,NA,0.25,250,70,280,0,0,0,0,280,"Browser",NA,NA
"6422",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31,NA,NA,NA,0.22,220,61.6,280,0,0,0,0,280,"Browser",NA,NA
"6423",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.6,NA,NA,NA,0.29,290,81.2,280,0,0,0,0,280,"Browser",NA,NA
"6424",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,NA,NA,0.23,230,64.4,280,0,0,0,0,280,"Browser",NA,NA
"6425",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.5,NA,NA,NA,0.16,160,44.8,280,0,0,0,0,280,"Browser",NA,NA
"6426",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26.5,NA,NA,NA,0.3,300,51,170,0,0,0,0,170,"Browser",NA,NA
"6427",19,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"18/6/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,17.46,NA,"Pono","Scaridae","Leptoscarus","Leptoscarus vaigiensis","Parrotfishes","Seagrass parrotfish","No","FD",27.1,NA,TRUE,NA,0.08,80,150,12,0,0,0,0,150,"Browser",NA,NA
"6428",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24.5,NA,TRUE,NA,0.11,110,27.5,250,0,0,0,0,250,"Browser",NA,NA
"6429",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.4,NA,TRUE,NA,0.11,110,27.5,250,0,0,0,0,250,"Browser",NA,NA
"6430",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26,NA,TRUE,NA,0.22,220,55,250,0,0,0,0,250,"Browser",NA,NA
"6431",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.4,NA,TRUE,NA,0.17,170,42.5,250,0,0,0,0,250,"Browser",NA,NA
"6432",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28,NA,TRUE,NA,0.22,220,55,250,0,0,0,0,250,"Browser",NA,NA
"6433",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30.2,NA,TRUE,NA,0.16,160,40,250,0,0,0,0,250,"Browser",NA,NA
"6434",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.1,NA,TRUE,NA,0.14,140,35,250,0,0,0,0,250,"Browser",NA,NA
"6435",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27.2,NA,TRUE,NA,0.06,60,15,250,0,0,0,0,250,"Browser",NA,NA
"6436",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",26.8,NA,TRUE,NA,0.11,110,27.5,250,0,0,0,0,250,"Browser",NA,NA
"6437",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28.5,NA,TRUE,NA,0.08,80,20,250,0,0,0,0,250,"Browser",NA,NA
"6438",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25,NA,TRUE,NA,0.06,60,15,250,0,0,0,0,250,"Browser",NA,NA
"6439",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",24.3,NA,TRUE,NA,0.2,200,50,250,0,0,0,0,250,"Browser",NA,NA
"6440",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29,NA,TRUE,NA,0.12,120,30,250,0,0,0,0,250,"Browser",NA,NA
"6441",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28.5,NA,TRUE,NA,0.14,140,35,250,0,0,0,0,250,"Browser",NA,NA
"6442",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.2,NA,TRUE,NA,0.1,100,25,250,0,0,0,0,250,"Browser",NA,NA
"6443",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25.6,NA,TRUE,NA,0.06,60,10.2,170,0,0,0,0,170,"Browser",NA,NA
"6444",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Pono","Scaridae","Leptoscarus","Leptoscarus vaigiensis","Parrotfishes","Seagrass parrotfish","No","FD",25,NA,TRUE,NA,0.05,50,150,7.5,0,0,0,0,150,"Browser",NA,NA
"6445",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Pono","Scaridae","Leptoscarus","Leptoscarus vaigiensis","Parrotfishes","Seagrass parrotfish","No","FD",23,NA,TRUE,NA,0.04,40,150,6,0,0,0,0,150,"Browser",NA,NA
"6446",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",23.8,NA,TRUE,NA,0.22,220,61.6,280,0,0,0,0,280,"Browser",NA,NA
"6447",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.2,NA,TRUE,NA,0.12,120,33.6,280,0,0,0,0,280,"Browser",NA,NA
"6448",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",28.6,NA,TRUE,NA,0.18,180,50.4,280,0,0,0,0,280,"Browser",NA,NA
"6449",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",29.8,NA,TRUE,NA,0.17,170,28.9,170,0,0,0,0,170,"Browser",NA,NA
"6450",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Pono","Scaridae","Leptoscarus","Leptoscarus vaigiensis","Parrotfishes","Seagrass parrotfish","No","FD",27.4,NA,TRUE,NA,0.05,50,150,7.5,0,0,0,0,150,"Browser",NA,NA
"6451",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Pono","Scaridae","Leptoscarus","Leptoscarus vaigiensis","Parrotfishes","Seagrass parrotfish","No","FD",23.2,NA,TRUE,NA,0.08,80,150,12,0,0,0,0,150,"Browser",NA,NA
"6452",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Pono","Scaridae","Leptoscarus","Leptoscarus vaigiensis","Parrotfishes","Seagrass parrotfish","No","FD",25.3,NA,TRUE,NA,0.04,40,150,6,0,0,0,0,150,"Browser",NA,NA
"6453",20,6,2014,"Kenya","Nyali","Omondi","Traditional","T","Reef",1,"19/06/2014",NA,0,NA,"DRVMI7288I",2,12,10,NA,3060,NA,"Pono","Scaridae","Leptoscarus","Leptoscarus vaigiensis","Parrotfishes","Seagrass parrotfish","No","FD",22,NA,TRUE,NA,0.05,50,150,7.5,0,0,0,0,150,"Browser",NA,NA
"6454",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"UILZP0660F",4,35,27,NA,1960,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",30,NA,TRUE,TRUE,0.4,400,100,250,0,0,0,0,250,"Browser",NA,NA
"6455",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"UILZP0660F",4,35,27,NA,1960,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.26,260,65,250,0,0,0,0,250,"Browser",NA,NA
"6456",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"UILZP0660F",4,35,27,NA,1960,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25,NA,TRUE,TRUE,0.24,240,60,250,0,0,0,0,250,"Browser",NA,NA
"6457",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"UILZP0660F",4,35,27,NA,1960,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25,NA,TRUE,TRUE,0.24,240,60,250,0,0,0,0,250,"Browser",NA,NA
"6458",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"UILZP0660F",4,35,27,NA,1960,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",25,NA,TRUE,TRUE,0.22,220,55,250,0,0,0,0,250,"Browser",NA,NA
"6459",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"UILZP0660F",4,35,27,NA,1960,NA,"Pono","Scaridae","Scarus","Scarus ghobban","Parrotfishes","Blue parrotfish","No","FD",32,NA,TRUE,TRUE,0.6,600,150,90,0,0,0,0,150,"Scrapers/Excavators",NA,NA
"6460",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"HQZLK8837I",1,13,12,NA,4600,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",31,NA,TRUE,TRUE,0.48,480,120,250,0,0,0,0,250,"Browser",NA,NA
"6461",25,7,2014,"Kenya","Bamburi","Maureen","Gated","G2/3","Kenyatta",NA,"24/07/2014",NA,2.5,NA,"HQZLK8837I",1,13,12,NA,4600,NA,"Tafi","Siganidae","Siganus","Siganus sutor","Rabbitfishes","White-spotted rabbitfish","No","FD",27,NA,TRUE,TRUE,0.32,320,80,250,0,0,0,0,250,"Browser",NA,NA
