"","DATE","MONTH","YEAR","Country","Site","Data collector","TRAP TYPE","TRAP NO.","Trap location","SOAK TIME (DAYS)","DAY SET","MESH SIZE","Gap size (Cms)","Gap size 3/2 (cm)","Fisherman","Number of Fishers","No of traps","Trap Fished","GPS (0)","Total Catch (G)","Distance from park(M)","Kiswahili name","FAMILY","GENUS","SPECIES","FISH GROUPS","ENGLISH NAME","BY CATCH","FD/HC","LENGTH (Cm)","Depth (M)","Depth (cm)","WIDTH (Cm)","WEIGHT (kg)","WEIGHT (g)","PRICE PER GRADE","PRICE OF FISH (ksh)","Survey","Sea state","Trophic level","Id","Fish price_final","FunGr_Diet","Latitude","Longitude"
"1",27,10,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",10,"17/10/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02602, E039.73455",80,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13,"<20",NA,NA,0.08,80,8.8,110,0,0,0,0,110,"Invert-Micro",-4.02602,39.73455
"2",28,10,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"27/10/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.02309 , E039.73429",1305,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",10.6,"<20",NA,NA,0.035,35,3.85,110,0,0,0,0,110,"Invert-Micro",-4.02309,39.73429
"3",30,10,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"28/10/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02310, E039.73334",3672,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12,"<20",NA,NA,0.055,55,6.05,110,0,0,0,0,110,"Invert-Micro",-4.0231,39.73334
"4",30,10,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"28/10/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02310, E039.73334",3672,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12.5,"<20",NA,NA,0.057,57,6.27,110,0,0,0,0,110,"Invert-Micro",-4.0231,39.73334
"5",30,10,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"28/10/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02602, E039.73455",3672,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon falcula","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",17.5,"<20",NA,NA,0.155,155,17.05,110,0,0,0,0,110,"Predator",-4.02602,39.73455
"6",30,10,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"28/10/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.02309 , E039.73429",3672,NA,NA,"Synanceiidae","Synanceia","Synanceia verrucosa","Scorpionfishes","Stone fishes","Yes","FD",17.5,"<20",NA,NA,0.135,135,14.85,110,0,0,0,0,110,"Predator",-4.02309,39.73429
"7",2,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"31/10/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.02309 , E039.73429",1343,NA,"Jame","Pomacanthidae","Pomacanthus","Pomacanthus semicirculatus","Angelfishes","Semicircle angelfish","No","FD",18.5,"<20",NA,NA,0.215,215,23.65,110,0,0,0,0,110,"Invert-Micro",-4.02309,39.73429
"8",3,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40220",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02318, E039.73373",2505,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13.8,"<20",NA,NA,0.0623,62.3,6.853,110,0,0,0,0,110,"Invert-Micro",-4.02318,39.73373
"9",3,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40220",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02602, E039.73455",2505,NA,"Ngombe maji","Ostraciidae","Ostracion","Ostracion cubicum","Trunkfishes","Yellow boxfish","Yes","FD",17.8,"<20",NA,NA,0.1425,142.5,15.675,110,0,0,0,0,110,"Variable",-4.02602,39.73455
"10",4,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40248",NA,4,NA,"VTSZT8517P",1,6,3,"E04.02136, E039.73529",2646.2,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13,"<20",NA,NA,0.0569,56.9,6.259,110,0,0,0,0,110,"Invert-Micro",NA,39.73529
"11",4,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40248",NA,4,NA,"VTSZT8517P",1,6,3,"E04.02136, E039.73529",2646.2,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12.9,"<20",NA,NA,0.0565,56.5,6.215,110,0,0,0,0,110,"Invert-Micro",NA,39.73529
"12",4,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40248",NA,4,NA,"VTSZT8517P",1,6,3,"E04.02136, E039.73529",2646.2,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",20,"<20",NA,NA,0.39,390,42.9,110,0,0,0,0,110,"Variable",NA,39.73529
"13",5,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40279",NA,4,NA,"VTSZT8517P",1,6,3,"S04.02154, E039.73579",2186,NA,NA,"Triodontidae","Arothron","Arothron nigropunctatus","Puffers","Black spotted puffer","Yes","FD",18,"<20",NA,NA,0.2365,236.5,26.015,110,0,0,0,0,110,"Predator",-4.02154,39.73579
"14",5,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40279",NA,4,NA,"VTSZT8517P",1,6,3,"S04.02154, E039.73579",2186,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13.6,"<20",NA,NA,0.0635,63.5,6.985,110,0,0,0,0,110,"Invert-Micro",-4.02154,39.73579
"15",5,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40279",NA,4,NA,"VTSZT8517P",1,6,3,"S04.02154, E039.73579",2186,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",11.3,"<20",NA,NA,0.0443,44.3,4.873,110,0,0,0,0,110,"Invert-Micro",-4.02154,39.73579
"16",5,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40279",NA,4,NA,"VTSZT8517P",1,6,3,"S04.02154, E039.73579",2186,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",11.3,"<20",NA,NA,0.0443,44.3,4.873,110,0,0,0,0,110,"Invert-Micro",-4.02154,39.73579
"17",6,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40309",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02083, E039.73602",1205.2,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13,"<20",NA,NA,0.0635,63.5,6.985,110,0,0,0,0,110,"Invert-Micro",-4.02083,39.73602
"18",6,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40309",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02083, E039.73602",1205.2,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13,"<20",NA,NA,0.0549,54.9,6.039,110,0,0,0,0,110,"Invert-Micro",-4.02083,39.73602
"19",6,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40309",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02083, E039.73602",1205.2,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12.8,"<20",NA,NA,0.0655,65.5,7.205,110,0,0,0,0,110,"Invert-Micro",-4.02083,39.73602
"20",8,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"40340",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02063, E039.73565",2444,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",23.3,"<20",NA,NA,0.34,340,37.4,110,0,0,0,0,110,"Variable",-4.02063,39.73565
"21",8,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"40340",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02063, E039.73565",2444,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",30,"<20",NA,NA,0.655,655,72.05,110,0,0,0,0,110,"Variable",-4.02063,39.73565
"22",8,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"40340",NA,0,NA,"VTSZT8517P",1,6,3,"S04.02063, E039.73565",2444,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",18.5,"<20",NA,NA,0.2404,240.4,26.444,110,0,0,0,0,110,"Variable",-4.02063,39.73565
"23",11,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40462",NA,4,NA,"VTSZT8517P",1,6,3,"S04.01019, E039.73981",740,NA,"Ngombe maji","Ostraciidae","Ostracion","Ostracion cubicum","Trunkfishes","Yellow boxfish","Yes","FD",13.5,"<20",NA,NA,0.0762,76.2,8.382,110,0,0,0,0,110,"Variable",-4.01019,39.73981
"24",13,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40523",NA,0,NA,"VTSZT8517P",1,6,3,"S04.01124, E039.74023",2006.4,NA,NA,"Tetraodontidae","Diodon","Diodon holocanthus","Puffers","Balloonfish","Yes","FD",31.3,"<20",NA,NA,0.435,435,47.85,110,0,0,0,0,110,"Predator",-4.01124,39.74023
"25",16,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",3,"13/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00418, E039.74146",2518.5,NA,"Bunju miiba","Diodontidae","Diodon","Diodon liturosus","Porcupinefishes","Porcupine","Yes","FD",24.6,"<20",NA,NA,0.3421,342.1,37.631,110,0,0,0,0,110,"Predator",-4.00418,39.74146
"26",18,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"17/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00458, E039.74143",1342.8,NA,"Bunju miiba","Diodontidae","Diodon","Diodon liturosus","Porcupinefishes","Porcupine","Yes","FD",25,"<20",NA,NA,0.4062,406.2,44.682,110,0,0,0,0,110,"Predator",-4.00458,39.74143
"27",20,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"19/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00439, E039.74192",1399.8,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",14.4,"<20",NA,NA,0.0803,80.3,8.833,110,0,0,0,0,110,"Invert-Micro",-4.00439,39.74192
"28",22,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"20/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00445, E039.74224",1995.2,NA,"Bunju miiba","Diodontidae","Diodon","Diodon liturosus","Porcupinefishes","Porcupine","Yes","FD",23,"<20",NA,NA,0.3544,354.4,38.984,110,0,0,0,0,110,"Predator",-4.00445,39.74224
"29",25,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"24/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00293, E039.74487",1499.3,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon lineolatus","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13.2,"<20",NA,NA,0.0727,72.7,7.997,110,0,0,0,0,110,"Predator",-4.00293,39.74487
"30",25,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"24/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00293, E039.74487",1499.3,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",15.6,"<20",NA,NA,0.1345,134.5,14.795,110,0,0,0,0,110,"Invert-Micro",-4.00293,39.74487
"31",25,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"24/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00293, E039.74487",1499.3,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13,"<20",NA,NA,0.0875,87.5,9.625,110,0,0,0,0,110,"Invert-Micro",-4.00293,39.74487
"32",25,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"24/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00293, E039.74487",1499.3,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",15.5,"<20",NA,NA,0.1304,130.4,14.344,110,0,0,0,0,110,"Invert-Micro",-4.00293,39.74487
"33",25,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"24/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00293, E039.74487",1499.3,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",18.4,"<20",NA,NA,0.0244,24.4,2.684,110,0,0,0,0,110,"Invert-Micro",-4.00293,39.74487
"34",25,11,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"24/11/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00293, E039.74487",1499.3,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",17.2,"<20",NA,NA,0.1814,181.4,19.954,110,0,0,0,0,110,"Invert-Micro",-4.00293,39.74487
"35",27,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"26/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",659.5,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",11.5,"<20",NA,NA,0.0854,85.4,9.394,110,0,0,0,0,110,"Invert-Micro",-4.0027,39.74464
"36",27,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"26/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",659.5,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",11.8,"<20",NA,NA,0.0887,88.7,9.757,110,0,0,0,0,110,"Invert-Micro",-4.0027,39.74464
"37",29,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"27/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",909.2,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12.5,"<20",NA,NA,0.089,89,9.79,110,0,0,0,0,110,"Invert-Micro",-4.0027,39.74464
"38",29,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"27/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",909.2,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12.5,"<20",NA,NA,0.0887,88.7,9.757,110,0,0,0,0,110,"Invert-Micro",-4.0027,39.74464
"39",29,11,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"27/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",909.2,NA,"Sharifu","Monacanthidae","Aluterus","Aluterus scriptus","Filefishes","Scrawled filefish","Yes","FD",17.9,"<20",NA,NA,0.1685,168.5,18.535,110,0,0,0,0,110,"Variable",-4.0027,39.74464
"40",1,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"29/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",2442.7,NA,"Sharifu","Monacanthidae","Aluterus","Aluterus scriptus","Filefishes","Scrawled filefish","Yes","FD",18.7,"<20",NA,NA,0.1818,181.8,19.998,110,0,0,0,0,110,"Variable",-4.0027,39.74464
"41",1,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"29/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",2442.7,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",26.7,"<20",NA,NA,0.5214,521.4,57.354,110,0,0,0,0,110,"Variable",-4.0027,39.74464
"42",1,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"29/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",2442.7,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",20,"<20",NA,NA,0.2499,249.9,27.489,110,0,0,0,0,110,"Variable",-4.0027,39.74464
"43",1,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"29/11/2010",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",2442.7,NA,"Kitange","Pomacentridae","Dascyllus","Dascyllus trimaculatus","Damselfishes","Scissor tail sergeant","No","FD",11,"<20",NA,NA,0.0793,79.3,8.723,110,0,0,0,0,110,"Planktivore",-4.0027,39.74464
"44",4,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"40221",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00251, E039.74426",1868.9,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",19.6,"<20",NA,NA,0.225,225,24.75,110,0,0,0,0,110,"Variable",-4.00251,39.74426
"45",4,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"40221",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00251, E039.74426",1868.9,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13.4,"<20",NA,NA,0.0709,70.9,7.799,110,0,0,0,0,110,"Invert-Micro",-4.00251,39.74426
"46",4,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"40221",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00251, E039.74426",1868.9,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12.6,"<20",NA,NA,0.0596,59.6,6.556,110,0,0,0,0,110,"Invert-Micro",-4.00251,39.74426
"47",4,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",2,"40221",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00270, E039.74464",1868.9,NA,"Jame","Pomacanthidae","Pomacanthus","Pomacanthus semicirculatus","Angelfishes","Semicircle angelfish","No","FD",18.1,"<20",NA,NA,0.1508,150.8,16.588,110,0,0,0,0,110,"Invert-Micro",-4.0027,39.74464
"48",7,12,2010,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"40341",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00734, E039.73921",1192.3,NA,"Jame","Pomacanthidae","Pomacanthus","Pomacanthus semicirculatus","Angelfishes","Semicircle angelfish","No","FD",20,"<20",NA,NA,0.2583,258.3,28.413,110,0,0,0,0,110,"Invert-Micro",-4.00734,39.73921
"49",11,12,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40463",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00736, E039.73891",1489,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon falcula","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",15.2,"<20",NA,NA,0.135,135,14.85,110,0,0,0,0,110,"Predator",-4.00736,39.73891
"50",11,12,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40463",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00734, E039.74012",1489,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",16.5,"<20",NA,NA,0.095,95,10.45,110,0,0,0,0,110,"Invert-Micro",-4.00734,39.74012
"51",11,12,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40463",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00978, E039.73819",1489,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13.8,"<20",NA,NA,0.0655,65.5,7.205,110,0,0,0,0,110,"Invert-Micro",-4.00978,39.73819
"52",13,12,2010,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",2,"40494",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00734, E039.74012",963.3,NA,"Kikande","Balistidae","Rhinecanthus","Rhinecanthus aculeatus","Triggerfishes","Picassofish","Yes","FD",18,"<20",NA,NA,0.177,177,19.47,110,0,0,0,0,110,"Predator",-4.00734,39.74012
"53",6,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",14,"13/12/2010",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00440, E039.74142",2265,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",28,"<20",NA,NA,0.565,565,62.15,110,0,0,0,0,110,"Variable",-4.0044,39.74142
"54",8,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40725",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00410, E039.74124",1195,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",16.4,"<20",NA,NA,0.085,85,9.35,110,0,0,0,0,110,"Invert-Micro",-4.0041,39.74124
"55",8,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40725",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00440, E039.74142",1195,NA,NA,"Triodontidae","Arothron","Arothron hispidus","Puffers","White-spotted puffer","Yes","FD",32,"<20",NA,NA,0.61,610,67.1,110,0,0,0,0,110,"Variable",-4.0044,39.74142
"56",9,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40756",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00440, E039.74142",1228.5,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",14.5,"<20",NA,NA,0.0755,75.5,8.305,110,0,0,0,0,110,"Invert-Micro",-4.0044,39.74142
"57",12,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40848",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00801, E039.73919",620,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",11.9,"<20",NA,NA,0.06,60,6.6,110,0,0,0,0,110,"Invert-Micro",-4.00801,39.73919
"58",12,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"40848",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00801, E039.73919",620,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",12.7,"<20",NA,NA,0.06,60,6.6,110,0,0,0,0,110,"Invert-Micro",-4.00801,39.73919
"59",18,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",5,"13/1/11",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00819, E039.74009",480,NA,"Ngombe maji","Ostraciidae","Ostracion","Ostracion cubicum","Trunkfishes","Yellow boxfish","Yes","FD",20.5,"<20",NA,NA,0.22,220,24.2,110,0,0,0,0,110,"Variable",-4.00819,39.74009
"60",19,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"18/1/11",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00797, E039.74049",1360,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon vagabundus","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13.5,"<20",NA,NA,0.08,80,8.8,110,0,0,0,0,110,"Predator",-4.00797,39.74049
"61",19,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"18/1/11",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00797, E039.74049",1360,NA,"Sharifu","Monacanthidae","Aluterus","Aluterus scriptus","Filefishes","Scrawled filefish","Yes","FD",14,"<20",NA,NA,0.06,60,6.6,110,0,0,0,0,110,"Variable",-4.00797,39.74049
"62",19,1,2011,"Kenya","Bamburi","Mbaru","Gated","G4","Kenyatta",1,"18/1/11",NA,4,NA,"VTSZT8517P",1,6,3,"S04.00807, E039.73976",1360,NA,"Stefua","Labridae","Thalassoma","Thalassoma purpureum","Wrasses","Tripletail wrasse","Yes","FD",33.2,"<20",NA,NA,0.56,560,61.6,110,0,0,0,0,110,"Cleaner",-4.00807,39.73976
"63",20,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"19/1/11",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00797, E039.74049",250,NA,"Kikande","Balistidae","Rhinecanthus","Rhinecanthus rectangulus","Triggerfishes","Wedge piucassofish","Yes","FD",18.3,"<20",NA,NA,0.18,180,19.8,110,0,0,0,0,110,"Variable",-4.00797,39.74049
"64",21,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"20/1/11",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00819, E039.74009",995,NA,NA,"Tetraodontidae","Lagocephalus","Lagocephalus inermis","Blaasops","Smooth blaasop","Yes","FD",30,"<20",NA,NA,0.5,500,55,110,0,0,0,0,110,NA,-4.00819,39.74009
"65",21,1,2011,"Kenya","Bamburi","Mbaru","Traditional","T","Kenyatta",1,"20/1/11",NA,0,NA,"VTSZT8517P",1,6,3,"S04.00819, E039.74009",995,NA,"Kikorokoro","Chaetodontidae","Chaetodon","Chaetodon auriga","Butterflyfishes","Threadfin Butterflyfish","Yes","FD",13.9,"<20",NA,NA,0.06,60,6.6,110,0,0,0,0,110,"Invert-Micro",-4.00819,39.74009
