"TripID","Site","TrapType","FoodDim1","FoodDim2","ConsDim1","ConsDim2"
"PZVFJ4256S","Bamburi","Traditional",-0.992241374794055,0.00118584779418188,0.229559054006121,-1.77910455174771
"UZXUC5369U","Bamburi","Gated",-1.26706602988632,0.0184178772048898,-0.535911162951225,-1.29768968998009
"AVIMM1427H","Bamburi","Gated",-1.16402698749218,-0.223794182178648,-0.341341166327249,-1.24432398080685
"DCQUG9316F","Bamburi","Gated",-1.41092168213486,-0.19899708222074,-0.974431350046483,-1.54701374043071
"OGORR9065L","Bamburi","Gated",-1.55623343208078,0.381184865588252,-0.162952646877019,-2.28005395281566
"IFCMN6419C","Bamburi","Traditional",-1.09370878279799,-0.036007491232372,-0.11376431848202,-1.34981997415813
"RLKHB8868F","Bamburi","Traditional",-0.294457327408388,-0.515746953607001,0.573288937108893,-1.37641036284042
"ZLNIK5487S","Bamburi","Gated",0.489031173730795,-0.235784005512794,-1.08601107374036,-0.361600448856968
"DTUSW8883C","Bamburi","Gated",-1.40054058202703,0.141871519415964,0.0236249968681151,-2.23928656476999
"PGOMZ5249F","Bamburi","Traditional",-0.414139743030377,-0.500386151865968,0.729926371322623,-1.6697738292616
"DOPMO3498K","Bamburi","Gated",-1.49515694571243,0.224210645980896,0.0413947367175309,-2.25956340762666
"IHDUQ4550S","Bamburi","Gated",-0.758997172953542,-0.364228175836668,-0.0399810180449982,-2.25318453796738
"KNVKA0359L","Bamburi","Traditional",-1.30627735735599,0.037356870285643,0.441579103716501,-1.73277797442309
"NKNXD0023E","Bamburi","Traditional",0.746608593377911,2.62190784133469,0.617066467938324,-1.69443382272978
"UMNUJ0427O","Bamburi","Traditional",-1.42399059340482,0.284012893533401,-0.206596476826661,-1.87440493938694
"RREKL5049E","Bamburi","Gated",-1.47169207305905,0.414467837582001,-0.256241468749586,-2.30043764683849
"EXBVN1527R","Bamburi","Traditional",-1.19577624249687,-0.029097945480441,-0.382177093263637,-0.906629027579375
"EHQFH8878R","Bamburi","Gated",-0.942808893543573,-0.662136632126686,-0.774397887143923,-0.512300889585845
"YONPE4560T","Bamburi","Gated",-1.30016471337264,0.0930886386901396,-0.657273505049396,-1.38008559358028
"RNIMZ0284G","Bamburi","Gated",-1.05410742705856,-0.548674460681955,-1.03418665194556,0.296705686401123
"NIJFV2827A","Bamburi","Gated",-1.16022052777006,-0.12335729334772,-0.00839949873725786,-1.99514384636441
"BDHKQ9883M","Bamburi","Gated",-1.38188407160648,0.0337708413732064,0.24412584856691,-2.19110692435238
"KXGZQ8999I","Bamburi","Gated",-1.62352051403333,0.354762014681514,-0.926707538802421,-1.78198790436013
"BTOMN2967C","Bamburi","Gated",-1.53267127980666,0.354834146632049,-0.671568285361107,-1.8793766382117
"YPFPI9562E","Bamburi","Gated",-1.17628079169137,-0.26168254685803,-0.0856523459330533,-1.90192494292107
"DYHMX3161E","Bamburi","Gated",-1.32160288472236,-0.00809815588888448,-0.219885275661346,-1.68978433914624
"DZNTK4598R","Bamburi","Gated",-1.32047953039619,-0.0606581512078351,-0.971947585744663,-0.360141544944716
"ZRNEG4653A","Bamburi","Gated",-1.45577658739975,0.225118505554604,-0.493635603794219,-1.84758246199719
"TXPFC7098B","Bamburi","Gated",-1.07398300468552,-0.25350666698527,-0.224626619971988,-1.69008993165433
"MNBOY8904X","Bamburi","Gated",-0.918526787394614,-0.843522670569006,0.408121977041161,-0.526935190189712
"OMPGC6495W","Bamburi","Gated",-1.32488264097549,-0.0468879201094736,0.552827040945237,-2.12365542776772
"GGWBV9172M","Bamburi","Gated",-1.44151283394784,0.191973448173368,0.0745098087986066,-2.22816818621208
"MRLPV4013D","Bamburi","Gated",-1.42067088635425,0.0983189921453319,-1.01306595358554,-0.670288170110607
"BRMJD3241Q","Bamburi","Gated",-1.46709621302597,0.236266830996025,-0.634906302949531,-1.54200699879619
"MWRLL7842F","Bamburi","Gated",-0.357706554171424,-0.926384851116558,0.583357928103516,-2.11698440063298
"JWJZU4086D","Bamburi","Gated",-0.934743205931856,-0.685840050591587,-0.113529328541062,-0.441171873066701
"PMVUT9876I","Bamburi","Gated",-1.12946192180266,-0.441707982692049,-0.169866029678646,-1.14856181551825
"AQRCM0813E","Bamburi","Gated",-1.37119689088946,0.0591177415209001,-1.10953182116574,-0.902885759700745
"TXPUS2244N","Bamburi","Gated",-0.650971561978209,-0.156313411094172,-1.57220633264817,-0.683838191767577
"IRTOB7620Z","Bamburi","Gated",-0.973900781038904,-0.568545749212013,-0.0293881054388653,-1.48593830562587
"QPWZB0228Z","Bamburi","Traditional",-0.478658743249287,-0.528845616899313,0.85663074644413,-1.40031301908886
"MGILS5159T","Bamburi","Gated",-1.54281283282045,0.324508341046382,-0.213837458807511,-2.29117233137357
"CLQAQ1373Z","Bamburi","Gated",-1.16144389687083,-0.44665172565235,-0.856435774272975,-1.23820313899337
"VYRQE5680F","Bamburi","Gated",-1.19138536133946,-0.357528934553874,-0.258151086006919,-0.79245818407223
"WMMVA3065M","Bamburi","Gated",-1.31237854868903,0.0390323650875423,-0.263591979373949,-1.83477685971287
"WRUIH1054Y","Bamburi","Gated",-0.247453303887871,-1.49902711151435,0.695611522561159,0.290348858542565
"XMXXT1728D","Bamburi","Gated",-1.2037955741533,-0.451233167557222,-0.255781620260359,-1.35354102569307
"XKXAC8859S","Bamburi","Gated",-1.4269474376828,0.183029884131454,-0.0374367774484744,-2.25262861903948
"TYLNL8847M","Bamburi","Gated",-1.29783731035444,-0.0899989546699299,-0.932748132000641,-0.977348436164185
"MOEAB4131Q","Bamburi","Traditional",-1.52747890116074,0.373915007723469,0.11761246775904,-1.80356498457511
"WAATY4523D","Bamburi","Gated",-1.09479867831454,-0.108438699374361,-1.44762334654443,-1.29894063279068
"BWXIW4647L","Bamburi","Gated",-1.25463844340034,-0.10757048762425,-0.0785624149209536,-1.84011887439352
"ZGOUA4144Z","Bamburi","Gated",-1.31292705954169,-0.167552205722092,0.249779716559188,-2.18987154895706
"UWNTE4728U","Bamburi","Gated",-1.15635977166846,-0.332702600422528,-0.0749503411548851,-0.734255872513186
"UJADP0660F","Bamburi","Gated",-0.854721235378156,-1.01121322529617,1.33534024559595,-0.966830642733952
"IAVGJ7226R","Bamburi","Gated",-1.60963326509216,0.455099951538034,-0.307126280680078,-2.3115560253964
"OXZSR2282M","Bamburi","Gated",-0.899053262125784,-0.945306499013481,0.268912475075191,-1.74236639325152
"VQKTJ3951N","Bamburi","Gated",-1.46649503432823,0.242232820627517,0.0999522147638523,-2.22260899693312
"JEQUE8873N","Bamburi","Gated",-1.05434808953356,-0.522616707051223,0.0679114967171627,-1.57274601525276
"OKEWD5667U","Bamburi","Gated",-0.812441362362015,-0.69086775559066,-0.500795937787368,-1.3810593994012
"BTQUL2239V","Bamburi","Gated",-1.40459848748474,-0.0292573264165236,-1.0428586177776,-1.42005261600783
"LTCFR3005I","Bamburi","Gated",-1.25356413136206,-0.291880789084909,0.42968579607343,-2.15056190387787
"OQWUS2126I","Bogowa","Gated",0.143808057626788,0.543073088530083,-0.889993669293747,-2.53005112958705
"LTUHX6765B","Bogowa","Gated",0.994603277174354,-0.248050493522462,-1.19660705193974,-1.2242880236707
"CUIQF0768T","Bogowa","Gated",-0.867718298060297,0.507790920662892,-2.37539951701797,-1.09902007310507
"KKYWL5547I","Bogowa","Gated",1.43790644632887,-0.091092991163618,-1.26955637793814,-1.61709822881708
"PAFEB1373O","Bogowa","Gated",-0.55460953080216,0.238095978606012,-1.57270459209551,-1.16056289692892
"KLXIO8854V","Bogowa","Gated",3.82720477213546,1.87184940500718,-1.27198729759211,-1.77168075795653
"QXCHR8088C","Bogowa","Gated",0.244772937926785,0.388735139709652,-0.630481128448242,-2.47334739894171
"QJOLX4694Z","Bogowa","Gated",-0.397742496636496,0.0845295502395278,-0.567370124950916,-1.74321126045248
"MJAGC3292H","Bogowa","Gated",4.33373356876199,0.864658197436054,-1.83353737302551,-1.04623814420651
"FPSDD3286J","Bogowa","Gated",1.00462048005006,0.245185782236559,-0.89300208703673,-1.94667475105663
"BVUBH1997V","Bogowa","Gated",0.438819522747638,-0.0253302508314793,-0.627303640326654,-1.8335847206184
"GVCXA5446P","Bogowa","Gated",0.802705386690792,0.131389474718113,-0.822533538611684,-1.83779466366481
"GBBEL8145H","Bogowa","Gated",0.52711226488661,0.345411350253681,-0.93081766163555,-2.07000872746361
"EDUBH4813S","Bogowa","Gated",-0.132690271066047,0.408219978655099,-2.26797316102668,-0.774372773889215
"HYVWH3609G","Bogowa","Gated",1.19956114385231,-0.370485873609549,-4.19541688894324,1.30570349478742
"FMBYN5621X","Bogowa","Gated",-0.819054072709888,0.467146106493616,-1.66270477069493,-1.36750080605931
"VVAGX6067P","Bogowa","Gated",-0.246158596324003,0.512796382453287,-2.07764364612426,-0.945629840744193
"VJHOR3418P","Bogowa","Gated",1.6832168525617,0.15769262404122,-1.75710459033387,-1.26425501110568
"WDCOD3865I","Bogowa","Gated",2.39082467210523,0.26077417010108,-1.31138548996852,-1.35920965377266
"TDANI8983O","Bogowa","Gated",0.571568551131187,0.245397150864763,-1.1428676719142,-1.52357491965885
"OUVBH6077J","Bogowa","Gated",0.30744291245286,0.192099409082521,-2.40211709447822,-0.0417257745861233
"KJILX6759M","Bogowa","Gated",-1.18319770245644,0.592512364399972,-0.834020376170207,-2.51782091317335
"MDTFR4176K","Bogowa","Gated",0.161735813606704,0.378346687610313,-0.491395975838232,-2.44295716421675
"NOIKC5182S","Bogowa","Gated",-0.00846327193617198,0.102593157274532,-0.81950260567076,-1.91327837968435
"YTPMG1103J","Bogowa","Gated",1.00787482231784,-0.269385515035867,-3.53925020313238,0.72946915043737
"SMAHS1631P","Bogowa","Gated",4.93344626495521,1.64837710450431,-0.305278354733731,-1.56758429330504
"WKUWJ9251Q","Bogowa","Gated",0.947114940377849,-0.200909721387436,-2.23995913433825,-0.371091910780232
"MVYFX9211R","Bogowa","Gated",2.64597567147522,-0.757552930240797,-2.93005498753432,0.833881627344961
"IAHQX8417N","Bogowa","Gated",2.07361386287909,-0.0346192705127547,-0.766016261731575,-0.87139264252667
"FPSKM0810I","Bogowa","Gated",-0.236560903904691,0.247092209271478,-3.16513368010307,0.42450403739743
"EZJVV1984X","Nyali","Traditional",-0.171114658315295,1.70260864740357,2.48259960799636,0.463336476564632
"ABDTF7442T","Bamburi","Gated",-1.27491312854487,-0.189826933884194,0.349997623384177,-1.84252686994101
"LGVZK4879K","Bamburi","Gated",-0.817277476826158,0.0322899623860003,0.067162554204527,-2.00869190974157
"ZIKGV7908M","Bamburi","Gated",-1.45586343359762,0.162476188633567,-1.00153893974225,-0.969394045542388
"JOBTZ9977Y","Bamburi","Gated",-1.00544949641254,-0.561425105301104,0.265327853537953,-2.18647426661992
"WBRBK5241Z","Bamburi","Gated",-0.874431698900517,-0.534949366088009,0.240733527771544,-2.19184814958957
"TNOTN4372X","Bamburi","Gated",0.325757913472835,-0.877014090425333,0.63424274003402,-2.10586602207507
"GJUGY9958P","Bamburi","Gated",-1.10209988160745,-0.409608408683935,-0.320152123866232,-1.14348544319955
"WNXTO3554Z","Bamburi","Gated",-1.2707359573023,-0.0562918385976066,0.278049056520576,-2.18369467198044
"WSQXD6448Y","Bamburi","Gated",-0.148014140274951,1.93957374463746,0.254912541454375,-1.79383552532537
"FLIYC5649H","Bamburi","Gated",-0.148404113397344,3.84980665001598,-0.00487049781296047,-2.24551285676242
"GFQJJ2683V","Bamburi","Gated",-1.00760522048067,-0.632039930374712,0.227164244590081,-2.19481305053835
"EJPOG3218Y","Nyali","Gated",0.874246790722011,-0.615512645304672,1.9576347783711,-0.350099753131739
"XSKDH8428Z","Nyali","Gated",4.93973575522643,2.49492836244232,0.94056759482186,0.679008619347794
"NRZPO3678X","Bamburi","Gated",0.134628408441627,-0.638843745831636,0.736012363894998,-2.08362926495925
"EYSNJ6192H","Bamburi","Gated",-1.3277328627188,-0.0338386558069691,-0.354881021101176,-1.56510442702245
"WZNOH6921Y","Bamburi","Gated",-0.814952153919508,-1.07189410176653,-0.529290813039241,1.16597538403753
"MYRYU7858Q","Bamburi","Gated",-1.066866215427,-0.518191441355687,-0.0947154356183468,-1.54830657589182
"NAKKK4211N","Bamburi","Gated",-1.05397970203241,-0.738605790812779,-0.25352791716089,-1.23559029803536
"KTYGD0729N","Bamburi","Gated",-0.876091391682136,-0.59907715302927,-0.681558282199923,-0.646796983883186
"BANJD0488G","Bamburi","Gated",-1.43064110890622,0.137308013105296,-0.146290489755504,-2.25445270078011
"XRPUY7755O","Bamburi","Gated",-1.2973976570772,-0.0299167875923475,-0.221607824174213,-1.68521327476389
"IVTRH1388S","Bamburi","Gated",-1.26105103023394,-0.175970963924669,-0.486819545317679,-1.7253162352572
"IOYCY0093A","Nyali","Gated",2.14914066405533,-0.434634828304438,2.39015567978027,-0.255593535389506
"MCTBZ8096C","Bamburi","Gated",-1.35606233488047,-0.0530773112795199,-0.357985742365461,-1.53197545380849
"CSULV5747C","Bamburi","Traditional",-1.02899529904948,-0.449485417056892,-0.385623560370927,-0.195747709567635
"YWNUJ9313W","Bamburi","Gated",-1.03987349842893,-0.447960007644655,0.20651721428603,-1.62067754631836
"WBAGH9293D","Bamburi","Gated",-1.25674654796763,-0.255721788329995,0.820820383779145,-2.0650986340294
"IQOFI0789G","Bamburi","Gated",-1.21730662452364,-0.343764297126184,-0.018308838748822,-1.12891578795091
"DQPFA7818G","Vanga","Traditional",-1.64993857814515,0.466212201197638,-3.05279234737513,-0.336824436669714
"RAQDA6419X","Vanga","Traditional",-0.037078813132967,0.644080859548243,-1.1399902163438,-0.889433476109181
"HTSTU1270Z","Vanga","Traditional",-1.46012008345903,0.190013626500629,-3.3136062982984,0.232637337333822
"KOAMC1860P","Vanga","Gated",4.56346412945406,0.0298994191364634,-2.2421573735736,2.8910537357431
"JDNIL1763M","Vanga","Gated",1.28534584015088,0.926982610541111,-2.46490421534215,1.14984501984661
"JDNMB9049E","Vanga","Traditional",0.167179319232637,1.91794934706648,-2.42466112651167,0.845648219561167
"NFZPN9714S","Vanga","Traditional",-1.61397284556542,0.42805642588322,-2.98047517607396,0.0327886960245157
"YAXAC6034S","Vanga","Traditional",-1.67160684444971,0.563015828383424,-2.74862463913875,-0.470529075609347
"RBYCZ3929B","Vanga","Traditional",-1.58758538625117,0.22581046419285,-2.70898588066516,-0.432333749905669
"OVHPO7653X","Vanga","Traditional",-1.16396702767817,-0.477810629677958,-2.40051852773706,0.225623254720226
"EBYCG2278X","Vanga","Traditional",-1.31654457231768,0.0127110980621033,-2.61518138820856,-0.027391789866835
"YNSFA3446C","Vanga","Traditional",-1.27523291899905,0.00327198552016121,-3.04680642203487,0.0612190259415258
"QNSCU3121S","Vanga","Traditional",-1.41829121069326,0.544337272800669,-3.35824834797642,0.474089534206598
"DUDTV0592A","Vanga","Traditional",-1.4524494033628,0.223500145665562,-2.61780979753772,-0.276225019640595
"TWFSG3058P","Vanga","Traditional",-1.30331366589632,-0.0308057903946676,-2.40981976774549,-0.0148802029260199
"JXLCT7582C","Vanga","Gated",-0.10388763122468,0.072988433440619,-1.99423015616333,0.115218813762839
"XQKBX8657I","Jimbo","Traditional",0.154418619313201,0.337781135089558,0.688640669940244,0.0379812094207233
"XBDDN5075A","Jimbo","Gated",-0.744289217287906,-0.526493164229173,2.3955203420222,1.72774392970955
"AEZPG6897X","Jimbo","Gated",-0.943491966067368,-0.722441051964229,2.06103260986311,2.29104067613264
"EIRWU7315K","Jimbo","Traditional",-0.0919185902269292,-1.76988987001448,1.46366359209141,0.52601771189665
"PVUGC5184I","Jimbo","Traditional",-0.188711186254654,-1.53416250439059,1.15038903733202,1.71509509601472
"XWIRN7078S","Jimbo","Traditional",-0.802449147802021,-0.66262331917727,0.645018406265947,-0.0821906069666822
"AYFNN6399E","Jimbo","Traditional",-1.73104905038007,0.63662418076277,-1.87190414661848,1.29873483637974
"EZGJJ4776O","Jimbo","Traditional",-0.949853890137947,-0.566019856992342,0.590924418769963,0.498278067542995
"YGAIJ3487H","Jimbo","Traditional",-0.653850644152737,-0.831906666895772,0.741912425162575,0.268861693152492
"BTPMB4644G","Jimbo","Traditional",0.0683513177477538,-1.69944946996182,1.57361859910674,1.14079555674511
"QSHXA9194R","Vanga","Traditional",-1.78964098082746,0.60646882583573,-3.8653344981122,-0.1419337587072
"CDEAB0997G","Vanga","Traditional",-1.79901107967389,0.76152370109382,-3.77937877084333,0.421499068468585
"GYFNH8793S","Vanga","Traditional",-1.83502204114793,0.620843859054397,-3.9458758163817,0.3384220707421
"QVONA4913H","Vanga","Traditional",-1.38408053363473,-0.00493032815066412,-3.34360828083911,0.417136525090261
"ZZOHV5827K","Vanga","Traditional",-1.81382102000827,0.490505840137629,-4.25945682117205,0.358730413564118
"JDKGN7261H","Vanga","Traditional",-1.63880908798652,0.253330092129116,-3.54983379939907,0.316934644420388
"UYNOQ3442X","Vanga","Traditional",-1.73869462437727,0.22491254753227,-3.74094105072514,-0.239800994291312
"JNSRD1440O","Vanga","Traditional",-1.52917570344904,1.05257112414821,-3.83344243441752,-0.548052239414836
"AXNAM5806E","Mkunguni","Traditional",1.77408732472395,1.80995283109035,1.79041711453716,0.0153640686259819
"QYTPC4200S","Mkunguni","Traditional",0.912842335276636,1.04586733856242,1.63599328973411,-0.250511694618249
"EVEXN0213C","Mkunguni","Traditional",0.761302050074718,0.295775913825827,1.44487045771079,0.413036464140602
"WIDRF6780J","Mkunguni","Traditional",-0.517056102623498,-0.226838921204679,1.98889903155358,-0.1734014630197
"ASTAV2555W","Mkunguni","Traditional",-0.356372180250121,-0.727401897554566,1.582424435065,0.522111091515038
"BJPFA2377Y","Mkunguni","Traditional",0.102112231823784,-0.57330067191025,1.46682029097018,0.197184447933955
"TLSDY2465J","Mkunguni","Traditional",1.23653856549138,0.571370249518586,1.60999579023886,0.249953253159659
"FWWPP4836C","Mkunguni","Traditional",5.95539889895553,4.3725880921939,1.94294651811812,0.935975979209257
"RFGXE6570N","Mkunguni","Traditional",2.2450195800524,1.33346402100319,2.38136507520666,0.129167832410048
"XJMWK8566C","Mkunguni","Traditional",0.431345150836746,-0.255314028925261,1.44897593163225,1.17572298611741
"WGGGZ5304Z","Mkunguni","Traditional",-0.778235793516825,-0.227244971279097,1.68257246373202,-0.240334101938316
"OEZRB0740F","Mkunguni","Traditional",-0.338317862887924,-0.524225375715856,1.71717413584475,-0.232773604518937
"NBCML3221Y","Mkunguni","Traditional",-0.732465112323118,-0.224990943487547,-0.202100905161217,2.04633652174252
"JYQVV8916X","Mkunguni","Traditional",-0.0495505633816376,-0.134388387350714,1.88934983584956,-0.195153054525718
"TELTE7717T","Mkunguni","Traditional",1.30906122756869,1.77241467975034,1.77382589312737,-0.220395143057798
"DZUEC6410L","Mkunguni","Traditional",2.25469972639197,3.85350307863751,1.81656913514898,-0.211055705069153
"XYXTY7174F","Mkunguni","Traditional",0.20670771317915,-0.135756211014652,1.89305054944451,-0.194344445176052
"YUEAY9097V","Mkunguni","Traditional",0.320799791690695,0.140625217162321,1.64630801813448,0.126486680117574
"SUHYZ6507N","Mkunguni","Traditional",2.96349251402383,5.58161886535545,1.9477388725698,-0.182394995897651
"TQKYA0658P","Mkunguni","Traditional",0.49598769662342,-0.794858241305218,2.20159754542303,-0.126926640647635
"ORJOP5381A","Mkunguni","Traditional",1.16066957140894,0.871919540429712,0.932250077552673,1.12725888127791
"WXSVK3189R","Mkunguni","Traditional",0.175675881820881,-0.094626110661107,1.92427532040185,-0.187521803788245
"MRJBE6626K","Mkunguni","Traditional",-1.07701677469216,0.0430222267937193,1.629143411205,-0.252008399424121
"TXVPO2668W","Mkunguni","Gated",-0.215971730516559,-0.673151852575874,1.80259052280382,-0.0653012053633391
"OOCXZ8360D","Mkunguni","Traditional",-1.11574336258149,-0.15010248810025,2.37969438717975,-0.0880123156949506
"HRHZY5090W","Mkunguni","Traditional",-0.224713062849544,-0.903075265935343,1.65740206444573,1.11096221008408
"JEXAF2421Y","Mkunguni","Traditional",-1.08511217826838,0.179568933123219,0.783071145023581,0.7925685121443
"WAFTQ1597Y","Mkunguni","Traditional",-0.658546406791376,-0.231803785874718,1.25683620391358,-0.333357869206161
"XAZSA6872N","Mkunguni","Traditional",-1.30124017113068,0.337900998715413,1.38744055453517,-0.304820697574193
"RMNHR4563Z","Mkunguni","Traditional",-1.12206755291551,0.0614752864879725,1.94717348577058,-0.182518533437183
"FOHTO2711O","Mkunguni","Traditional",-0.792252696641899,-0.0490041950580336,1.93445228278796,-0.18529812807666
"NTLOX7561S","Mkunguni","Traditional",-0.799484549050439,-0.201111963135698,1.09485288593484,-0.368751374282174
"GZEWH5949O","Mkunguni","Traditional",-0.131794423297899,-0.41384565625157,2.0104007264952,-0.135398826240118
"ZRMBX5818N","Mkunguni","Traditional",-1.0984442608535,0.00182079843984615,1.97261589173583,-0.176959344158228
"HUDAS3945Q","Mkunguni","Traditional",-1.50687774156384,0.373293255319785,1.36199814856992,-0.310379886853147
"OOIXM2347D","Munje","Traditional",3.41750139394568,0.0657435409812371,-1.95384836324511,1.09699595244263
"YKPDU6509R","Munje","Traditional",0.58826697000679,0.730761988936575,-3.25802304439013,0.977715672489943
"SPYTD4900N","Munje","Traditional",3.74274294830615,0.456391265847166,0.874516568746437,-1.68677996486086
"PVTUS9762A","Munje","Gated",1.03841135842758,0.62866036567089,0.68535059658779,-1.35329100452988
"DHZGW8897W","Munje","Traditional",1.67606254988789,-0.146142946292521,0.327775058527701,-1.25550673816214
"IDPHD6823K","Munje","Gated",1.58334905146849,-0.0801106430680952,0.98470685560097,-0.433022900273059
"KYFTV4735V","Munje","Gated",3.50474155298415,0.0710628256857538,0.266925286273258,0.492017832357392
"DGRSB0068K","Munje","Traditional",4.80991531229906,0.474260652046459,-1.18037479266081,0.246033080190093
"YGEAP8914B","Munje","Traditional",3.81083395111329,-0.114182793322864,0.724240675632176,-1.17649185469972
"XGWKI6899B","Munje","Traditional",3.45970803759109,0.134021394751991,0.47185253993831,-1.23446542429632
"PNEYN0607D","Munje","Traditional",2.19142943831958,-0.332928798705422,-0.0860102305328163,-0.310056552046518
"PYIDM1270H","Munje","Traditional",2.43347791168155,0.0638891059532439,-1.4108756789321,0.193238643951019
"NRYND1984S","Mwaembe","Traditional",1.46307408151992,0.223394530735723,0.870682839764067,-1.29767333484492
"ALVLE6109S","Mwaembe","Traditional",-1.28039925469685,0.176682757604078,0.940355889945821,-1.28244970881947
"CHWEO9149B","Mwaembe","Traditional",-0.102763345269818,0.423649599792926,-1.64999512374966,0.664077623594016
"XZOUE4713A","Mwaembe","Traditional",-0.746620101039274,0.13451191794046,1.06247943857899,-1.25576560028049
"IENZW5955A","Mwaembe","Traditional",1.26964499093871,0.882094175224358,-2.36722717245134,1.04871543889043
"OAHHF8073V","Mwaembe","Traditional",0.0733035812384639,0.160984462399992,1.02403313623151,-1.26416615296869
"XZGZR8667J","Mwaembe","Traditional",-1.26869558816006,0.722005535947249,-2.32293901169228,1.13043295154569
"AJHCI2003D","Mwaembe","Traditional",-1.28356034517472,0.558458394589588,-1.28537007352129,0.30110535665219
"PRKUK9463B","Mwaembe","Traditional",-0.270820469493789,0.427779896434636,-2.2745378000295,1.30002670699103
"TISIJ4610R","Mwaembe","Traditional",1.37214601063102,0.763895506398756,-1.62132075275469,0.492586207581489
"YJRFV6079J","Mwaembe","Traditional",-0.979474756325496,0.314288928212103,-1.87102935850925,1.07856382403078
"QYSGC7829Y","Mwaembe","Traditional",-0.686394348883456,0.764775458208656,-2.26909349669657,0.734898686309519
"QWQQU6008C","Mwaembe","Traditional",-0.640506727465658,-0.288237218351235,-0.0915902972653851,0.7158655117876
"WIWTM3750H","Mwaembe","Traditional",-1.23230737353049,0.0270059638243148,-0.895620811221996,1.13254919835598
"TSPOQ4690U","Mwaembe","Traditional",-0.742463210866902,0.266437695562526,-1.49789032635763,1.02212808023066
"CUTRU2940U","Mwaembe","Traditional",-1.31213377632201,0.153731884477434,-0.320446652416907,0.367702392073145
"SWRLR5185H","Mwaembe","Traditional",-1.19479243810149,0.397714209188761,-0.52282314397941,-0.491683583580162
"YQCQJ8029L","Mwaembe","Traditional",-1.0574626107213,0.35981576957893,-1.74140240871974,0.906567811362988
"KOPLF9872Z","Mwaembe","Traditional",1.95765716648226,0.440951915898083,0.8492988580702,-1.30234575465994
"CXQPT2010D","Mwandamo","Traditional",-0.57053744508024,0.509972751473614,-1.42683426865416,0.591342166754211
"EYKAV4885G","Mwandamo","Gated",3.50413164288655,0.33142887976442,-1.00490376533761,1.28728943511706
"XOVKX2639K","Mwandamo","Traditional",1.45267004524188,0.718246116232154,-1.29200838978104,0.422346961727633
"DBPGE3864M","Mwandamo","Traditional",-0.943162748021625,0.541172069614217,-2.03705404361236,1.09402078967002
"XCTLR9377A","Mwandamo","Traditional",-0.9498627183334,0.801458114357173,-2.11273465841701,0.644575282915607
"AQMUS6521J","Mwandamo","Traditional",-0.738160728009057,1.07384070139764,-2.53849542654324,0.535854472912463
"VHVUI6990T","Mwandamo","Gated",0.0651521723945787,0.474069167935551,0.400311937936534,-0.4657842165184
"YLTII1181J","Mwandamo","Gated",1.90196247406419,1.43143950257813,-1.96446301700529,1.02213415546706
"QEFVI4516K","Mwandamo","Gated",-1.96765585460189,1.1227408942246,-2.72543309601364,1.31903462776882
"DYAQT1820Y","Mwandamo","Gated",-0.58174635173899,1.02495425404102,-2.00203089237031,0.795025780189134
"AOMZU0080Y","Mwandamo","Gated",-0.72455481927092,0.907178649653599,-2.01926641252506,0.985913564303477
"CLWRM3144O","Mwandamo","Traditional",-0.211037901787626,0.723576601568504,-1.55652951990653,0.140586983433768
"THRYR2698V","Mwandamo","Traditional",-1.37848568769759,0.775080624411271,-2.26785485906549,0.914962443773236
"GVVFF7877R","Vanga","Traditional",1.6052552666946,4.1289963007199,-2.19992372640079,0.467541336256787
"WKQED4012B","Vanga","Traditional",-0.011593287958159,2.56614604702916,-2.59217243674389,0.355929010087206
"CXLIY8883C","Vanga","Traditional",-1.04507100693948,1.44145948877003,-3.39036581716896,0.387224956414988
"OYJJM4422Y","Jimbo","Traditional",-0.5308121471049,-0.968362625288327,0.577813288659127,0.604154477825005
"KGSDM3378L","Jimbo","Traditional",-0.947030877477744,-0.517741236448683,0.829273632468689,0.0630801118874205
"CAJCS5159Y","Jimbo","Traditional",-0.810265552554524,-0.851268861043279,0.701170289784234,0.834652537530313
"RVWDU9492P","Jimbo","Traditional",-0.54850553927429,-1.08133222878123,0.466281626575808,1.11715844824459
"QODWQ2838K","Jimbo","Traditional",-1.12120324623328,-0.414650143391451,1.0653266181712,0.0706370719639034
"EKHNR6848H","Jimbo","Traditional",-1.18139002888754,-0.234393547955421,0.662344828234606,-0.0561109560791717
"AWMXN2033G","Jimbo","Traditional",-0.946372324125684,-0.568062531450692,0.148000796429461,1.09044866617937
"JDLRB6654S","Jimbo","Traditional",-0.703919820209981,-0.867320974076623,1.10578198374362,0.171489390906287
"SEWBN1251A","Jimbo","Traditional",-0.940293161276639,-0.572226778981658,0.637339050222206,0.25273836751312
"GTPVI7629J","Jimbo","Traditional",-0.52481225856605,-0.704158090544662,0.674017345374938,-0.131880397480625
"EUGWR1318M","Jimbo","Traditional",-0.662930258115702,-1.49173176012726,1.21666390852123,0.159324474200898
"RDPWQ5418N","Jimbo","Traditional",-0.859190859908926,-0.176517622409291,0.296962796077978,-0.0406752524445546
"NPNGC9580T","Jimbo","Traditional",-0.877920337748289,-0.800839724531479,0.659217193426326,0.161287178310241
"UGHOE9889K","Jimbo","Traditional",-1.06489524953395,-0.362899736814725,0.63780736013361,-0.0443813230435826
