"TripID","Site","TrapType","FoodDim1","FoodDim2","ConsDim1","ConsDim2"
"ZNDBB2794N","Bamburi","Gated",-1.40394695330916,0.314671139371774,-0.0984985517650636,-2.26597067330897
"IFBFB1858B","Bamburi","Gated",-0.611239651632516,-0.806916715472607,-0.634178692457092,-0.143015060287717
"YBIDU4380P","Bamburi","Traditional",-1.24333327353478,-0.120404899029815,-0.428793841758377,0.23036337289252
"WCMAX9628W","Bamburi","Gated",-1.05309769318985,-0.139938801102221,0.210167523900639,-2.14234895294193
"JUFGG7131C","Bamburi","Gated",-0.952403404260484,-0.340697090994331,-0.532574383287064,-0.599950579162454
"EOUBZ2581B","Bamburi","Traditional",-0.909684985526131,-0.314333697595044,0.329082357032135,-0.851385052400155
"WXJMQ2712W","Bamburi","Gated",-1.20340307222116,0.0499080355736446,-0.0323482962554256,-2.25151678118369
"JLSOI9762D","Bamburi","Gated",-0.759845756877305,-0.474049846884266,0.0684036313669479,-2.22950239163903
"XJMWJ1280L","Bamburi","Gated",-0.803737351561143,-0.503806464124083,-0.29141836455452,-1.0201370719857
"SZSRM3660X","Bamburi","Traditional",-1.12165372172872,-0.0392805731027032,-0.90055623486294,-0.271644892154037
"ULSAG9124R","Bamburi","Gated",-0.82208903723928,-0.576441210179668,-0.628894667224124,-1.2798076446248
"IZANC1412R","Bamburi","Traditional",-1.27544841426221,0.319449259809684,-0.251829353133341,-1.25451667475407
"RTEWZ4728B","Bamburi","Gated",-0.48929104054311,-0.523320421169222,-0.108727732689193,-1.68287580116031
"LEEMX0026S","Bamburi","Gated",-0.83186562598921,-0.586579452929729,-0.127392280337602,-1.56381246317203
"QJCZD6604W","Bamburi","Gated",-0.822434012918673,-0.40369283683886,0.0353647930303984,-1.84212314699953
"SAUGV6552Y","Bamburi","Gated",-0.78471780876136,-0.377926919801505,0.146239350066356,-1.89911049426159
"QMHDW8469R","Bamburi","Gated",-0.979392348059799,-0.167502418466321,-1.00059805406746,-1.26159890413628
"EMBAA4215J","Bamburi","Gated",-0.5003999910325,-0.771980840802582,0.054453420738555,-1.75683463277901
"PGCDZ2010L","Bamburi","Gated",-0.92410408930057,-0.373180827478835,-0.158195775357385,-1.89324427181385
"TMXNJ4637B","Bamburi","Gated",-0.569009521068707,-0.490761135134705,0.0541558840264096,-2.23261553763524
"HOGZR8452H","Bamburi","Gated",2.61644682934024,1.7888948247523,-0.0095790526544911,-1.36441198197905
"KARQL2918Y","Bamburi","Gated",-0.974061495743361,-0.0498593079788137,-0.485345098847867,-1.57076204099888
"PVXWW9209X","Bamburi","Gated",-1.63152860383181,0.917865355846591,-2.36838048301593,-1.35168823841834
"NLEAZ8558R","Bamburi","Gated",-1.09934429571519,0.0519486727182019,0.00666339289128533,-2.24299269095596
"UUDRX0728X","Bamburi","Gated",-1.39220119486758,0.422413619275522,-2.1865849205301,-0.388877879634052
"JLYCR2892V","Bamburi","Gated",-0.996906524555151,-0.104149781119117,-0.697018090265773,-1.2472649830444
"UMPZH3541F","Bamburi","Gated",-0.808707353034521,-0.569920349305274,-0.451657675822803,-0.908047238963447
"DJDAB3148E","Bamburi","Gated",-0.2993657220028,-1.06283324312533,-0.633945446662908,-0.729241474287279
"VYFPJ3106Y","Bamburi","Gated",-0.712757888159585,-0.835723346743392,0.128241589557792,-0.415613414900972
"JQZBN0377V","Bamburi","Gated",-0.0514546232831136,-1.00039482233749,0.594813378760268,-1.31577622897239
"CZEPE5094M","Bamburi","Gated",-0.431756109404594,-0.610645643014711,0.126478517343648,-1.43674548032829
"QBQFT1728G","Bamburi","Gated",-0.641686551763627,-0.470922909435929,-0.37806864113757,-1.07487591049492
"JPWZA1329J","Bamburi","Gated",-0.930378637698896,-0.158204882215299,0.532473116173028,-2.12810277919089
"HBRMY9441L","Bamburi","Gated",-0.678976044324188,-0.485503464199465,-1.22918849090645,-0.688890100430104
"QKZJD2140W","Bamburi","Traditional",-0.948979713600469,-0.1341753034597,-0.704458680907921,-0.306019983753468
"QBMCR6815K","Bamburi","Gated",-1.59523302360346,0.344218633021742,-0.645984235092714,-1.99059889938541
"HHXJU5390D","Bamburi","Traditional",-0.953736856667431,-0.400497695059465,0.755368777287869,-1.66421463998264
